start_ip_in,end_ip_in,continen,countr,country_cod,country_c,regio,stat,state_cod,state_c,cit,city_c,postal_cod,area_cod,time_zon,latitud,longitud,dm,ms,connection_typ,line_spee,ip_routing_typ,as,sl,tl,organizatio,carrie,anonymizer_statu,proxy_typ,proxy_leve,proxy_last_detecte,hosting_facilit
1747794,1747794,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,transparen,2019-03-2,fals
1747794,1747795,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747795,1747795,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,inactiv,sock,elit,2018-12-2,fals
1747795,1747802,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747802,1747802,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,transparen,2019-05-0,fals
1747802,1747809,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747809,1747809,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,elit,2019-05-2,fals
1747809,1747810,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747810,1747810,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,activ,htt,elit,2019-06-1,fals
1747810,1747814,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747814,1747819,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747819,1747819,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,activ,htt,transparen,2019-05-2,fals
1747819,1747832,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747832,1747832,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,activ,htt,elit,2019-06-1,fals
1747832,1747834,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747835,1747835,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,transparen,2019-04-1,fals
1747835,1747846,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747846,1747846,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,transparen,2019-03-2,fals
1747847,1747861,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747861,1747861,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,transparen,2019-05-0,fals
1747861,1747865,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747865,1747888,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747888,1747888,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,activ,htt,transparen,2019-06-0,fals
1747888,1747891,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747891,1747895,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747895,1747895,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,transparen,2019-05-1,fals
1747895,1747896,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747896,1747896,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,privat,we,elit,2019-05-1,fals
1747896,1747904,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747904,1747904,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,activ,htt,elit,2019-05-2,fals
1747904,1747916,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747916,1747925,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747925,1747925,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,activ,htt,elit,2019-05-2,fals
1747925,1747929,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747930,1747930,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,elit,2018-12-2,fals
1747930,1747933,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747933,1747933,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,activ,htt,transparen,2019-05-2,fals
1747933,1747942,asi,thailan,t,8,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747942,1747967,asi,thailan,t,9,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747967,1747967,asi,thailan,t,9,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,activ,sock,elit,2019-05-2,fals
1747967,1747967,asi,thailan,t,9,"""",krung the,"""",1,bangko,1,1020,"""",,13.7563,100.5017,"""","""",t,hig,regional prox,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747968,1747984,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747984,1747984,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,htt,elit,2019-04-0,fals
1747984,1747993,asi,thailan,t,8,"""",krung the,"""",6,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1747993,1747994,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1747994,1747994,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,activ,sock,elit,2019-06-1,fals
1747994,1748002,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1748002,1748002,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,suspec,sock,elit,2019-05-1,fals
1748002,1748003,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1748003,1748003,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,activ,sock,elit,2019-05-2,fals
1748003,1748003,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1748003,1748003,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,activ,sock,elit,2019-05-2,fals
1748003,1748003,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1748003,1748003,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,activ,sock,elit,2019-05-2,fals
1748004,1748004,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,activ,sock,elit,2019-05-3,fals
1748004,1748005,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1748005,1748005,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,activ,sock,elit,2019-05-3,fals
1748005,1748006,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1748006,1748006,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,suspec,sock,elit,2019-05-1,fals
1748006,1748006,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1748006,1748006,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,activ,sock,elit,2019-05-2,fals
1748006,1748006,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1748006,1748006,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,activ,htt,elit,2019-05-2,fals
1748007,1748016,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1748016,1748016,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,activ,sock,elit,2019-06-0,fals
1748016,1748019,asi,thailan,t,9,"""",krung the,"""",7,bangko,5,1020,"""",,13.7563,100.5017,"""","""",t,hig,fixe,2396,totb,ne,tot public company limite,tot public company limite,"""","""","""","""",fals
1748019,1748019,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1748019,1748019,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,elit,2019-03-1,fals
1748019,1748020,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1748020,1748020,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,elit,2019-01-2,fals
1748020,1748020,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1748020,1748020,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,elit,2019-03-0,fals
1748020,1748020,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1748020,1748020,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,privat,we,elit,2019-05-0,fals
1748021,1748021,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,elit,2019-01-2,fals
1748021,1748021,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,privat,we,elit,2019-05-0,fals
1748021,1748021,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1748021,1748021,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,suspec,sock,elit,2019-04-2,fals
1748021,1748021,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,inactiv,sock,elit,2019-03-1,fals
1748021,1748022,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
1748022,1748022,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,inactiv,htt,elit,2019-03-0,fals
1748022,1748023,asi,thailan,t,8,"""",lop bur,"""",6,lop bur,5,1500,"""",,14.7995,100.6533,"""","""",t,hig,fixe,2396,"""","""",tot public company limite,tot public company limite,"""","""","""","""",fals
